CountryRegionName;EDAD;Gender;MaritalStatus;NumberCarsOwned;TotalChildren;BikeBuyer;AvgMonthSpend;
United States;48;M;M;2;2;1;59.66;
Australia;32;F;M;0;2;0;47.91;
Canada;30;M;S;0;0;1;50.41;
Germany;38;F;M;3;2;1;53.64;
France;39;M;S;3;0;0;61.75;
United States;27;M;M;2;0;1;50;
United States;31;F;S;0;0;1;50.04;
United States;37;M;S;0;0;1;55.72;
United States;27;M;S;1;0;1;52.13;
United Kingdom;35;M;S;1;0;1;54.33;
Germany;37;M;S;0;0;1;50.95;
Canada;48;F;S;3;0;0;51.49;
Australia;24;F;M;3;0;1;51.19;
United States;49;F;M;2;2;1;53.92;
Germany;34;F;S;2;0;0;49.92;
United States;45;M;M;2;1;1;57.47;
United States;55;F;M;1;2;1;48.93;
United States;50;M;S;0;0;1;52.89;
United States;62;F;M;2;2;1;53.81;
United States;26;F;S;2;0;1;52.45;
Australia;46;M;M;1;2;1;53.63;
Germany;30;F;S;1;0;0;49.68;
Australia;26;F;S;0;0;0;47.01;
Australia;27;M;S;2;0;0;50.26;
United States;35;M;M;0;2;1;50.12;
Australia;41;F;S;0;0;1;54.66;
United Kingdom;49;F;M;1;2;0;50.96;
United States;34;M;M;1;1;1;49.09;
Canada;52;F;S;1;0;0;52.15;
France;44;F;M;1;2;0;49.86;
Australia;47;M;S;3;0;1;57.11;
France;27;M;S;1;0;1;50.42;
Canada;46;F;M;1;2;0;52.91;
Australia;26;F;M;1;0;0;44.97;
Germany;32;F;S;0;0;0;54.07;
France;39;M;S;0;0;0;56.3;
Canada;27;M;S;0;0;0;45.36;
France;38;M;M;1;2;0;49.99;
France;46;M;M;1;1;0;54.68;
Australia;24;F;M;2;0;1;49.52;
United States;40;M;M;3;0;1;53.6;
Canada;54;M;M;0;2;1;49.28;
Canada;47;F;M;2;2;1;53.48;
Germany;37;F;S;3;0;1;51.03;
United Kingdom;44;F;S;1;0;0;52.23;
United States;34;M;M;1;1;0;47.72;
Canada;34;F;S;3;0;0;51.41;
Australia;42;F;M;2;2;1;53.04;
Germany;30;F;S;1;0;0;45.84;
France;26;M;M;1;0;1;51;
France;34;M;S;0;0;1;51.29;
France;39;M;M;2;2;1;55.68;
United States;41;M;M;0;1;0;50.27;
Canada;35;M;M;1;2;0;46.33;
Canada;45;F;M;1;2;0;49.06;
Germany;24;M;S;0;0;0;46.17;
United Kingdom;44;F;S;3;0;0;51.54;
United States;42;F;M;1;1;0;48.15;
United States;50;F;M;2;2;1;53.17;
United States;44;M;M;0;2;0;48.1;
United States;54;F;M;1;2;0;48.6;
United States;31;M;M;1;0;0;45.35;
United States;39;M;M;3;2;1;58.61;
Australia;37;M;M;1;2;1;53.02;
Australia;44;M;M;1;2;1;55.2;
United States;45;F;S;1;0;0;52.71;
United States;42;M;M;0;2;1;54.36;
United States;25;M;M;2;0;0;47.86;
France;40;F;M;1;1;1;50.74;
United Kingdom;29;M;M;2;0;0;50.05;
United Kingdom;28;M;S;1;0;1;53.36;
United States;54;F;M;2;2;1;52.76;
France;44;F;M;1;2;0;47.98;
United States;57;M;M;1;2;1;49.14;
Australia;56;M;M;0;2;1;56.07;
United States;39;F;M;0;1;0;46.84;
United States;40;F;S;0;0;0;49.81;
Germany;24;F;S;1;0;0;47.31;
United States;34;F;S;3;0;0;54.31;
United States;40;M;S;1;0;1;57.83;
United States;38;M;M;2;2;1;61.02;
United States;26;M;S;2;0;1;51.3;
United States;26;F;S;2;0;0;50.98;
United Kingdom;24;M;M;1;0;0;47.86;
Germany;74;M;M;1;3;0;48.99;
France;32;M;S;0;0;1;52;
United States;46;M;S;1;0;1;60.49;
Canada;57;M;S;1;1;1;54.42;
United States;32;F;M;3;0;0;51.42;
Germany;49;M;M;1;1;0;55.53;
Germany;40;M;S;1;0;1;50.79;
United States;37;F;S;1;0;0;46.5;
United States;66;M;M;0;2;0;51.94;
Germany;26;F;M;1;0;0;49.62;
Canada;61;F;M;1;2;1;49.46;
United States;33;F;M;2;2;1;50.59;
France;35;F;M;3;2;1;50.49;
France;35;F;S;3;0;1;52;
Germany;88;F;M;1;3;0;50.35;
Canada;37;M;S;1;0;1;52.12;
Canada;29;F;S;1;0;0;54.32;
Canada;71;M;S;2;1;1;54.74;
United States;49;F;S;2;0;1;49.07;
Germany;47;F;S;3;0;1;54.74;
United States;45;M;M;2;0;1;52.26;
Canada;57;M;M;1;2;1;50.91;
United States;36;M;M;1;1;0;50.17;
United States;59;M;M;1;2;1;51.75;
Australia;46;M;M;0;2;1;50.56;
United States;48;F;M;1;2;0;49.81;
Germany;41;F;M;1;2;0;47.43;
United States;37;M;M;2;2;0;51.59;
United Kingdom;47;F;M;1;1;1;47.6;
United Kingdom;34;M;M;2;0;0;52;
United States;30;M;S;2;0;1;51.12;
United States;41;M;M;2;2;1;52.22;
United States;32;F;M;3;2;1;54.87;
United States;33;F;M;2;2;0;48.66;
Australia;41;M;S;1;0;0;54.96;
United Kingdom;47;F;M;2;1;1;49.14;
United Kingdom;42;M;M;0;1;1;50.52;
Australia;43;M;M;0;2;1;52.95;
Germany;35;F;S;3;0;0;52.19;
Canada;35;F;M;1;1;0;51.22;
United States;62;F;M;2;2;1;49.62;
Canada;37;M;M;3;2;0;51.94;
United States;33;F;M;0;1;1;53.67;
United Kingdom;41;M;M;2;2;0;52.04;
United Kingdom;40;F;M;2;0;1;50.91;
Canada;69;M;M;1;2;1;49.34;
Australia;33;F;S;2;0;1;49.92;
United States;39;M;M;2;0;1;55.49;
Germany;40;F;M;2;1;0;51.4;
Australia;47;M;M;1;2;0;59.28;
Australia;29;F;M;2;0;1;48.05;
Canada;24;M;M;1;0;0;48.02;
Australia;30;M;S;2;0;1;51.57;
United States;43;M;M;2;1;1;59.24;
United States;86;M;S;1;1;1;50.87;
United States;41;M;M;2;1;1;51.1;
Canada;35;M;S;3;0;1;54.31;
France;45;M;M;0;2;1;56.87;
United States;35;F;S;3;0;1;50.98;
Canada;36;F;S;0;0;1;52.39;
France;28;F;S;0;0;1;52.32;
Canada;40;F;M;2;2;1;52.63;
United States;37;F;S;2;0;0;51.23;
Germany;63;F;S;2;1;0;51.54;
Australia;48;M;S;1;0;0;47.37;
United States;58;F;S;3;1;1;51.86;
United States;45;M;M;1;2;0;54.26;
Australia;37;F;M;2;2;1;53.04;
United Kingdom;36;F;M;3;1;1;50.12;
Australia;34;F;M;0;2;1;52.96;
United States;38;F;M;1;1;1;52.5;
United States;39;M;M;2;0;1;53.95;
Australia;58;F;M;0;2;0;45.7;
Canada;39;M;S;3;0;0;61.82;
Australia;46;F;M;2;2;1;48.51;
United States;41;F;S;1;0;0;49.9;
United States;42;F;M;1;1;0;48.86;
Australia;40;M;S;2;0;1;58.38;
United States;35;F;M;1;1;0;48.39;
Germany;47;F;M;0;2;1;52.3;
Australia;50;F;M;0;1;0;47.02;
Australia;52;F;M;1;1;1;49.76;
United Kingdom;66;F;M;0;3;0;52.24;
United States;34;M;M;1;1;1;49.65;
France;26;F;S;0;0;1;52.94;
France;30;F;S;1;0;0;49.43;
France;61;F;S;1;1;0;48.77;
United States;42;F;M;1;2;0;52.18;
Canada;25;F;S;2;0;1;50.97;
Australia;54;M;M;1;2;0;58.59;
Germany;34;M;S;1;0;0;55.75;
Australia;30;M;M;1;0;0;45.63;
United States;59;M;M;1;2;0;48.82;
Australia;57;F;S;2;1;0;55.05;
Germany;31;F;M;1;0;0;49.96;
United States;51;F;M;0;1;0;49.62;
France;41;F;S;1;0;0;51.31;
France;62;F;M;1;2;1;51.14;
Australia;35;M;M;0;1;1;47.09;
United States;45;M;M;2;2;1;63.34;
United States;45;M;S;1;0;0;57.56;
United Kingdom;31;F;M;2;0;0;48.73;
United Kingdom;63;F;M;1;2;1;49.11;
United States;50;M;M;3;1;1;54.52;
United States;50;F;M;1;2;0;51.39;
United Kingdom;31;F;S;1;0;0;52.69;
Germany;37;M;M;2;2;1;48.2;
Canada;44;F;M;2;1;1;50.66;
France;36;M;M;1;2;1;48.17;
Australia;55;M;M;0;1;1;56.27;
Australia;44;M;M;3;2;1;54.58;
France;51;M;M;1;2;1;51.13;
United States;47;F;M;1;2;1;50.35;
United States;51;M;S;1;0;1;51.05;
Germany;43;M;S;1;0;0;56.12;
Canada;44;M;S;0;0;0;52.33;
Australia;61;M;M;0;2;1;52.08;
France;34;F;S;1;0;0;49.04;
Australia;43;M;M;1;1;0;54.04;
United States;29;M;S;2;0;0;49.88;
United States;36;M;M;0;1;1;49.18;
United States;31;F;M;2;0;0;50.35;
United Kingdom;26;M;M;3;0;1;49.66;
United Kingdom;54;F;M;2;2;1;50.46;
Germany;25;F;S;1;0;0;51.85;
Australia;35;M;S;1;0;1;52.13;
United States;28;M;S;1;0;0;54.65;
Germany;50;F;S;1;0;0;51.15;
United States;31;M;M;2;0;1;48.81;
France;32;M;M;1;1;0;48.58;
Germany;28;M;S;0;0;0;49.13;
Canada;59;F;M;1;2;1;55.83;
United States;63;M;S;2;1;1;56.75;
Australia;28;M;M;1;0;0;48.37;
Germany;42;M;M;1;2;1;54.7;
Canada;36;F;S;2;0;0;50.42;
France;32;F;M;0;1;0;52.21;
United States;27;F;S;2;0;1;55.25;
United States;46;M;S;1;0;0;60.85;
United States;30;F;S;1;0;0;50.26;
Canada;32;M;M;2;0;1;51.45;
United States;76;M;S;0;1;1;55.97;
United States;45;F;S;0;0;0;48.7;
Australia;31;M;M;0;0;0;45.33;
United States;27;M;S;0;0;0;45.72;
United States;54;M;S;3;0;1;53.86;
United States;54;M;M;2;2;1;57.76;
Australia;40;M;M;1;2;1;52.01;
United States;54;M;M;2;2;1;53.7;
United Kingdom;35;M;S;0;0;1;51.02;
Australia;28;F;M;1;0;1;48.8;
United States;58;M;M;2;2;0;51.82;
United States;54;M;S;2;0;1;57.14;
United States;63;M;S;2;1;0;52.76;
Germany;57;M;S;1;1;0;50.61;
United Kingdom;52;M;M;1;2;0;51.1;
France;37;M;M;1;1;0;46.13;
United Kingdom;27;M;S;1;0;0;48.8;
United Kingdom;31;F;S;1;0;0;51.3;
Canada;27;M;S;0;0;1;49.09;
United States;69;M;S;0;1;0;47.95;
Germany;40;M;S;1;0;0;54.83;
France;40;F;S;1;0;0;48.56;
United States;35;M;S;3;0;0;54.3;
United States;25;F;S;1;0;0;52.17;
Australia;25;M;S;1;0;0;49.48;
Canada;54;M;S;1;0;1;58.83;
Australia;35;M;M;2;1;0;48.2;
United States;39;M;M;1;1;0;55.51;
United States;36;F;S;1;0;0;50.05;
Australia;46;F;M;2;1;1;48.8;
Australia;47;F;S;2;0;1;52.74;
United States;63;F;S;1;1;0;50.96;
Canada;49;F;M;1;2;1;51.39;
France;50;F;M;0;2;0;47.75;
United States;59;F;M;2;2;1;52.02;
United States;45;F;S;1;0;0;48.43;
United Kingdom;63;M;M;2;2;1;47.88;
Australia;45;M;M;1;2;1;59.52;
United States;38;F;M;2;2;1;48.83;
United Kingdom;29;F;S;1;0;0;48.97;
France;44;F;S;3;0;1;49.86;
Australia;38;M;M;1;1;0;53.16;
Australia;36;F;M;0;2;1;51.69;
Germany;29;M;S;1;0;1;52.19;
United States;37;M;M;1;2;1;49.63;
United States;54;F;S;2;0;1;55.05;
United States;33;M;S;2;0;0;56.31;
United States;36;M;S;2;0;1;52.5;
United States;30;M;S;2;0;1;53.51;
United States;37;F;M;1;1;1;48.88;
United States;65;M;M;1;2;1;55.55;
United States;40;M;M;1;1;1;52.03;
United Kingdom;24;M;S;1;0;0;52.9;
United States;54;M;M;1;2;0;52.89;
United States;70;M;S;0;1;1;52.09;
United States;64;F;S;0;1;1;53.55;
France;70;F;S;0;1;1;49.89;
United Kingdom;41;F;M;1;2;1;48.08;
United States;35;F;M;1;1;0;51.37;
Australia;49;M;M;1;1;0;50.54;
United Kingdom;39;F;M;1;1;0;47.99;
United Kingdom;41;F;S;0;0;1;50.58;
Canada;46;F;M;2;2;1;52.02;
United Kingdom;49;M;S;1;0;1;58.06;
France;40;F;S;1;0;0;53.49;
France;30;M;S;1;0;0;46.13;
United Kingdom;53;F;M;1;2;1;47.95;
Germany;37;F;S;1;0;0;51.27;
United States;28;M;M;1;0;1;49.02;
United States;63;M;M;1;3;1;49.09;
Australia;27;M;S;2;0;1;51.78;
Australia;35;M;S;1;0;0;48.32;
France;45;M;S;1;0;1;53.28;
France;38;M;M;1;2;0;52.71;
United Kingdom;38;M;M;1;2;1;52.23;
Germany;26;F;S;2;0;1;49.4;
United Kingdom;40;M;M;2;2;1;53.32;
United Kingdom;47;M;M;1;2;1;58.72;
Germany;43;M;M;2;2;1;62.64;
Germany;39;M;S;1;0;0;51.51;
United States;24;F;S;3;0;1;50.88;
Australia;36;M;M;3;1;1;54.46;
United Kingdom;33;F;S;0;0;1;51.47;
France;34;F;M;2;2;1;49.03;
Australia;36;F;M;1;2;0;48.52;
United States;49;F;S;2;0;0;48.62;
United States;58;F;M;1;2;1;52.1;
United States;45;M;S;2;0;1;61.8;
Germany;31;M;M;1;0;0;49.22;
Germany;40;M;M;1;2;1;55.96;
United States;62;F;S;0;1;1;47.58;
United States;30;F;S;0;0;1;48.14;
Germany;34;F;M;0;1;1;45.72;
United States;30;F;M;1;0;0;51.16;
United Kingdom;47;M;S;1;0;0;52.36;
Australia;51;F;S;1;0;0;54.83;
France;46;M;S;2;0;1;57.55;
Germany;77;M;S;0;1;1;52.85;
United States;37;M;M;1;2;0;54.99;
United Kingdom;34;F;S;0;0;1;50.71;
Germany;34;F;S;2;0;1;51.55;
United Kingdom;48;M;M;1;2;0;48.55;
United States;36;F;S;3;0;1;51.57;
United Kingdom;41;F;S;1;0;0;49.76;
Australia;66;M;M;2;2;1;54.83;
United States;44;F;M;0;1;0;45.78;
United Kingdom;48;M;S;0;0;1;51.89;
United States;53;M;S;1;0;1;58.33;
Germany;35;M;S;2;0;0;56.01;
Canada;33;F;M;1;2;1;47.34;
France;52;F;M;1;2;1;53.24;
United States;33;M;M;3;0;1;51.69;
Canada;33;M;M;2;2;1;51.69;
France;38;F;M;3;1;1;54.46;
United States;42;M;S;2;0;1;62.58;
Germany;60;F;M;1;2;0;48.22;
United Kingdom;57;M;M;2;2;1;51.15;
Canada;49;M;M;1;2;1;50.34;
Australia;45;M;S;0;0;1;58.76;
Australia;52;M;M;1;1;1;57.15;
Germany;48;M;S;1;0;0;59.32;
France;57;M;M;1;2;0;49.72;
Australia;45;M;M;0;2;1;62.78;
United States;62;M;M;2;2;1;52.92;
United States;71;M;M;1;3;1;48.77;
United States;57;F;M;0;2;0;51.91;
Germany;50;M;S;2;0;1;58.11;
Australia;33;M;S;2;0;0;51.81;
Australia;29;M;S;2;0;1;54.14;
United States;41;F;S;1;0;0;51.88;
United States;34;F;M;1;1;1;48.51;
United States;27;M;S;2;0;0;50.98;
United Kingdom;50;M;M;1;2;0;50.63;
United States;48;M;M;1;2;0;49.95;
United States;39;M;S;1;0;0;56.79;
France;33;F;S;1;0;0;46.09;
Canada;55;M;M;1;2;1;52.83;
United States;42;M;M;0;2;0;53.09;
France;39;F;M;0;2;1;55.43;
Canada;27;M;S;0;0;0;52.72;
Canada;28;F;S;2;0;1;51.07;
United States;28;M;M;1;0;0;47.91;
United States;30;M;S;0;0;1;52.66;
France;40;F;S;1;0;0;55;
Australia;57;M;M;0;2;0;48.6;
Australia;39;F;S;1;0;0;51.04;
Australia;28;F;S;0;0;1;48.08;
United States;66;M;M;0;2;1;49.25;
United States;32;M;S;2;0;0;53.02;
United States;38;M;M;1;2;0;59.72;
Germany;27;F;M;3;0;1;50.36;
United States;44;M;M;1;1;0;55.17;
France;55;F;M;1;2;0;48.66;
France;51;M;M;2;2;1;50.32;
United Kingdom;29;F;S;2;0;1;50.89;
United States;40;M;M;0;2;0;52.1;
France;46;F;M;2;2;1;55.82;
United States;27;M;S;3;0;1;50.25;
Australia;44;M;M;1;1;0;49.27;
Canada;50;M;M;0;2;0;53.61;
United States;43;M;S;1;0;1;54.92;
Germany;45;M;S;0;0;0;52.95;
France;50;M;M;2;2;1;54.46;
Australia;57;M;M;3;2;1;54.08;
Canada;42;F;S;2;0;1;52.63;
United States;55;F;S;2;0;1;54.3;
United Kingdom;35;F;S;1;0;0;53.21;
Germany;60;F;S;1;1;0;54.35;
United States;45;F;M;0;2;1;51.79;
Germany;41;M;S;0;0;1;57.07;
United States;33;F;M;1;2;1;51.1;
Canada;32;M;S;2;0;1;55.38;
United States;25;M;M;0;0;1;49.75;
Germany;47;F;M;3;2;1;50.71;
Germany;58;F;M;2;2;1;54.79;
United States;37;F;S;0;0;0;53.11;
Australia;35;M;M;2;2;1;56.27;
United States;73;F;M;1;2;0;46.38;
Australia;39;M;S;2;0;0;63.78;
United States;42;F;M;3;2;1;50.7;
Australia;24;M;M;0;0;1;45.93;
United States;45;M;M;3;2;1;60.13;
Australia;26;M;M;0;0;1;50.65;
France;40;M;S;1;0;1;60.26;
France;26;M;S;0;0;1;49.41;
Canada;47;M;S;0;0;1;56.88;
France;34;M;S;0;0;1;51.88;
United States;32;F;S;2;0;1;49.85;
Germany;58;M;M;3;2;1;52.63;
Germany;48;F;M;1;2;1;48.14;
Australia;44;M;M;0;2;1;54.36;
United States;39;M;S;0;0;0;52.07;
Germany;38;F;M;2;2;1;54.9;
Australia;25;F;S;1;0;0;46.73;
United States;29;F;S;2;0;1;52.74;
United States;62;F;M;3;2;1;53.87;
Germany;45;M;S;3;0;1;57.43;
United States;38;M;M;2;2;1;57.35;
Germany;52;F;S;1;0;0;50.2;
Australia;42;F;M;2;2;1;52.18;
Germany;31;F;M;0;0;1;45.56;
Germany;25;M;S;1;0;0;49.73;
France;44;F;S;3;0;1;53.92;
Germany;47;M;M;1;1;0;48.55;
Australia;26;M;S;0;0;0;51.43;
Germany;27;M;M;1;0;0;50.81;
Canada;60;M;M;2;2;0;50.49;
United Kingdom;55;M;S;1;0;0;62.12;
United States;55;M;S;2;0;0;51.44;
Australia;30;F;S;2;0;1;54.27;
United Kingdom;51;M;M;1;2;1;54.05;
United States;24;M;S;3;0;1;49.66;
Canada;45;F;S;0;0;0;49.99;
United States;58;F;M;1;2;0;51.25;
Australia;49;M;M;1;2;1;53.7;
Australia;26;M;M;1;0;0;46.21;
Australia;40;F;M;3;0;1;51.77;
Canada;34;F;M;2;2;1;51.53;
France;41;F;S;2;0;1;49.7;
Australia;63;F;M;2;2;1;52.96;
United States;55;M;S;1;0;0;60.8;
Canada;36;F;M;1;2;1;52.47;
United Kingdom;40;F;M;1;1;1;55.99;
United States;39;F;S;0;0;1;48.76;
United Kingdom;41;M;M;1;1;1;54.19;
Australia;31;F;S;2;0;0;50.39;
United Kingdom;26;M;S;0;0;0;47.93;
United Kingdom;32;M;S;1;0;0;48.3;
Germany;32;M;M;0;1;0;46.74;
Australia;30;F;S;4;0;1;53.04;
United Kingdom;43;F;M;2;2;1;50.5;
Australia;30;M;S;1;0;0;49.79;
Germany;33;M;S;2;0;1;52.59;
Australia;61;M;M;3;2;1;53.93;
France;46;M;M;1;2;0;53.4;
United States;47;M;M;1;2;1;57.68;
United Kingdom;37;M;S;1;0;1;54.34;
United States;27;F;M;2;0;1;50.64;
United States;37;F;S;0;0;0;50.31;
France;37;M;S;1;0;0;48.38;
United States;56;F;M;1;2;0;55.16;
United States;52;M;M;0;2;1;58.15;
Australia;55;F;M;1;2;1;50.81;
Germany;52;M;M;1;2;0;56.78;
Germany;41;F;M;0;2;0;44.89;
United States;41;F;M;0;1;1;50.61;
Australia;33;F;S;2;0;1;53.32;
Australia;58;M;S;1;1;1;52.48;
United States;27;M;M;2;0;1;48.7;
Australia;37;M;S;3;0;1;51.15;
Australia;42;M;M;1;1;0;52.97;
Australia;40;M;S;1;0;1;52.88;
United States;50;M;M;2;2;1;56.49;
United States;32;M;S;0;0;0;48.63;
Canada;49;M;S;0;0;0;50.64;
Canada;34;M;M;2;0;1;52.52;
Australia;33;M;S;2;0;1;49.02;
Germany;47;F;M;1;2;0;48.77;
United States;30;M;S;0;0;1;53.32;
France;35;F;S;1;0;0;47.97;
United States;47;M;M;2;2;1;50.33;
United States;53;F;M;0;2;1;52.81;
United Kingdom;31;M;S;1;0;0;49.17;
Germany;48;F;S;2;0;0;49.71;
United States;30;M;S;0;0;1;50.61;
United States;43;F;M;1;2;1;51.61;
France;46;M;S;1;0;1;60.82;
United States;65;M;S;2;1;1;54.29;
Australia;35;M;M;3;2;1;56.24;
Germany;33;F;M;0;1;0;49.28;
United Kingdom;40;F;S;0;0;1;48.6;
Germany;56;F;M;1;2;1;47.88;
France;32;M;S;0;0;0;47.29;
United States;26;M;M;1;0;1;51.51;
Australia;35;F;M;3;0;0;51.99;
Canada;32;F;M;2;2;1;51.08;
United States;49;M;M;1;2;0;54.33;
United States;35;F;M;1;1;0;46.19;
France;43;M;M;3;2;0;53.96;
United States;30;F;M;0;0;0;50.39;
Australia;38;F;S;1;0;0;48.1;
United Kingdom;31;M;M;2;0;0;51.95;
Canada;49;F;M;0;2;1;46.5;
United States;64;F;M;3;2;1;49.93;
France;39;M;M;1;1;1;57.29;
Canada;72;M;M;3;2;1;53.14;
United States;68;F;M;2;2;0;52.5;
United States;41;F;S;3;0;1;53.56;
United States;67;M;M;3;2;1;53.52;
United Kingdom;41;M;M;2;0;1;57.44;
United States;44;M;S;1;0;1;56.76;
Germany;26;F;S;2;0;0;52.74;
United Kingdom;26;M;S;3;0;1;54.23;
Australia;26;M;S;0;0;0;47.48;
United States;40;M;M;2;2;1;57.04;
United States;28;M;M;1;0;1;48.48;
Australia;39;M;S;2;0;1;58.75;
United States;29;F;M;1;0;0;48.85;
United States;57;M;M;1;2;1;54.97;
Germany;33;F;S;1;0;0;50.49;
United Kingdom;63;F;S;2;1;0;51.7;
Australia;28;M;M;2;0;0;50.91;
United Kingdom;37;M;S;1;0;0;53.35;
France;46;M;S;1;0;1;56.26;
United States;32;M;M;2;1;1;51.4;
Australia;50;M;M;2;2;1;52;
Canada;54;F;M;2;2;1;48.31;
United States;41;F;M;0;1;1;48.5;
Australia;33;M;M;0;1;0;47.85;
United States;56;F;S;2;0;0;48.83;
Canada;56;M;M;2;2;1;54.1;
United States;28;M;M;1;0;1;48.54;
France;54;M;S;1;0;0;48.3;
Australia;43;M;M;0;1;0;52.22;
France;35;F;S;2;0;1;56.25;
United States;43;M;M;1;1;0;59.04;
United States;60;F;S;2;1;1;54.64;
United States;39;M;S;1;0;1;54.62;
Australia;33;M;M;3;1;1;50.24;
Canada;25;M;S;0;0;0;49.77;
Canada;27;M;M;1;0;1;48.17;
Germany;35;F;M;0;2;1;51.98;
United States;49;F;S;0;0;0;46.34;
Australia;26;M;M;3;0;0;50.95;
Australia;32;F;S;2;0;1;50.82;
United Kingdom;44;F;M;1;1;1;48.4;
Canada;35;F;S;0;0;0;51.24;
Canada;44;M;M;1;1;1;52.24;
Australia;31;M;M;2;0;0;47.61;
United States;52;M;S;2;0;1;59.18;
United Kingdom;39;M;M;2;2;1;59.31;
Australia;36;F;S;0;0;0;52.91;
United States;56;F;S;2;0;1;53.05;
United States;62;M;M;3;2;1;54.8;
France;35;F;S;1;0;0;48.79;
United Kingdom;59;F;S;1;1;0;49.09;
Australia;38;F;S;2;0;1;50.11;
Germany;33;F;S;0;0;0;47.19;
Canada;61;M;S;3;1;1;50.84;
United States;42;M;S;3;0;1;57.8;
United States;57;M;M;2;2;1;53.46;
Australia;29;M;M;1;0;0;49.26;
United States;45;F;M;1;2;0;50.81;
Australia;48;F;S;3;0;1;50.22;
United States;40;M;M;0;2;0;46.56;
United States;51;F;S;0;0;1;49.91;
United Kingdom;37;M;S;2;0;1;54.68;
United States;38;M;M;1;2;1;62.32;
France;32;F;M;0;2;0;52.96;
United States;28;M;M;1;0;0;45.38;
Australia;63;F;M;1;2;1;51.76;
United States;48;M;S;1;0;0;52.27;
United States;50;M;S;0;0;1;47.03;
Canada;28;F;M;3;0;0;50.45;
Germany;41;M;M;1;1;1;49.75;
Canada;44;M;M;2;2;1;56.96;
United States;38;M;S;1;0;0;50.62;
United States;28;M;M;2;0;1;48.49;
Australia;36;F;M;1;2;1;52.03;
United States;38;F;S;2;0;1;56.17;
Australia;63;F;M;1;2;1;51.73;
United States;42;M;M;1;2;0;53.1;
Australia;40;F;S;0;0;0;46.15;
Australia;48;M;S;0;0;1;56.47;
France;51;M;M;3;2;0;56.11;
United States;54;F;S;2;0;1;50.65;
Australia;52;F;M;1;2;0;48.16;
United States;36;M;M;1;1;0;46.31;
United States;42;F;S;1;0;0;51.95;
Canada;52;M;M;1;2;0;51.54;
United States;37;M;S;1;0;1;49.02;
United Kingdom;40;M;M;2;2;1;54.84;
United Kingdom;35;M;S;1;0;0;55.33;
United States;83;F;M;1;3;1;48.27;
Australia;54;F;M;0;2;1;52.1;
Canada;58;M;M;1;2;1;48.56;
United States;39;M;M;2;2;1;53.33;
France;28;F;S;1;0;0;50.29;
Germany;37;F;M;1;1;0;46.2;
United States;57;F;M;1;2;0;49.62;
Canada;50;F;M;1;2;1;47.86;
United Kingdom;34;M;S;1;0;1;53.02;
Australia;37;M;M;2;2;1;54.84;
Germany;38;F;S;1;0;0;55.03;
United States;24;F;S;3;0;0;50.16;
United Kingdom;39;F;S;0;0;1;48.91;
Australia;42;M;M;0;1;1;55.3;
Australia;33;F;M;1;2;1;48.49;
United States;48;M;M;0;1;0;51.42;
Australia;26;M;S;0;0;0;47.46;
Canada;47;M;S;1;0;1;52.21;
United States;41;M;M;3;2;1;59.91;
United States;56;M;M;2;2;1;56.3;
United States;61;F;M;1;2;0;54.92;
United States;39;F;S;1;0;0;48.31;
United States;36;M;S;2;0;1;50.29;
United States;57;M;M;2;2;1;54.68;
Germany;28;M;S;0;0;1;52.17;
Australia;30;F;M;2;0;0;49.42;
United States;47;F;S;0;0;0;51.95;
Australia;40;M;M;2;2;1;56.7;
Australia;42;F;S;0;0;1;49.85;
United States;32;F;M;2;2;1;56.7;
United Kingdom;51;M;M;1;2;1;53.31;
Canada;35;F;M;0;1;1;53.45;
United States;62;M;M;1;2;1;50.65;
Australia;36;F;S;2;0;1;54.79;
United States;44;F;M;2;2;1;55.18;
United Kingdom;34;M;S;0;0;1;50.52;
United States;37;F;S;2;0;1;56.23;
United States;58;F;M;2;2;1;55.29;
Australia;48;M;S;1;0;1;59.62;
Germany;33;F;S;3;0;1;52.6;
United Kingdom;36;M;M;3;2;1;50.62;
Australia;37;F;M;1;2;1;53.02;
United Kingdom;49;F;M;1;1;0;48.96;
Germany;45;F;M;1;2;1;46.79;
Australia;56;F;M;2;2;1;51.46;
Canada;49;M;S;2;0;1;56.8;
United States;67;F;M;3;2;1;53.89;
France;28;M;S;2;0;1;51.73;
United States;62;M;M;1;2;1;53.8;
France;42;M;M;1;2;0;54.26;
United States;35;F;S;0;0;1;50.05;
Australia;39;M;S;0;0;1;51.52;
United States;51;F;M;0;2;1;52.62;
United Kingdom;32;M;S;2;0;0;53.35;
United States;29;M;M;0;0;0;51.31;
United States;49;F;M;1;2;0;51.54;
United Kingdom;59;M;M;2;2;0;48.48;
Australia;43;F;M;0;2;0;48.49;
United States;28;F;S;1;0;0;53.07;
Germany;39;M;S;1;0;0;48.98;
France;29;F;S;2;0;0;52.3;
Australia;41;M;M;2;2;0;55.52;
United States;48;F;M;1;1;1;49.06;
Australia;27;M;S;1;0;1;49.32;
Germany;44;M;M;1;2;0;48.68;
Australia;24;M;S;0;0;0;49.49;
United States;50;M;M;1;2;0;57.35;
United States;46;M;M;1;1;1;59.25;
United States;28;F;M;1;0;1;51.04;
Canada;44;F;S;0;0;1;50.43;
Australia;49;F;S;0;0;0;49.1;
United States;34;M;S;2;0;1;51.52;
Australia;44;M;M;3;2;1;61.86;
United States;54;M;M;1;2;0;52.93;
